,cid,label,left,right,top,bottom,width,height,score
0,2,car,535,918,471,670,383,199,0.9748594
0,2,car,534,916,471,672,382,201,0.96851116
1,2,car,535,918,471,670,383,199,0.9748594
0,2,car,723,1227,450,687,504,237,0.9837958
1,2,car,534,916,471,672,382,201,0.96851116
2,2,car,535,918,471,670,383,199,0.9748594
0,2,car,721,1226,448,687,505,239,0.98472977
1,2,car,723,1227,450,687,504,237,0.9837958
2,2,car,534,916,471,672,382,201,0.96851116
3,2,car,535,918,471,670,383,199,0.9748594
0,2,car,727,1227,452,687,500,235,0.98366433
1,2,car,721,1226,448,687,505,239,0.98472977
2,2,car,723,1227,450,687,504,237,0.9837958
3,2,car,534,916,471,672,382,201,0.96851116
4,2,car,535,918,471,670,383,199,0.9748594
0,2,car,725,1229,450,686,504,236,0.98036605
1,2,car,727,1227,452,687,500,235,0.98366433
2,2,car,721,1226,448,687,505,239,0.98472977
3,2,car,723,1227,450,687,504,237,0.9837958
4,2,car,534,916,471,672,382,201,0.96851116
5,2,car,535,918,471,670,383,199,0.9748594
0,2,car,723,1230,449,686,507,237,0.98474365
1,2,car,725,1229,450,686,504,236,0.98036605
2,2,car,727,1227,452,687,500,235,0.98366433
3,2,car,721,1226,448,687,505,239,0.98472977
4,2,car,723,1227,450,687,504,237,0.9837958
5,2,car,534,916,471,672,382,201,0.96851116
6,2,car,535,918,471,670,383,199,0.9748594
0,2,car,720,1228,450,685,508,235,0.9893083
1,2,car,723,1230,449,686,507,237,0.98474365
2,2,car,725,1229,450,686,504,236,0.98036605
3,2,car,727,1227,452,687,500,235,0.98366433
4,2,car,721,1226,448,687,505,239,0.98472977
5,2,car,723,1227,450,687,504,237,0.9837958
6,2,car,534,916,471,672,382,201,0.96851116
7,2,car,535,918,471,670,383,199,0.9748594
0,2,car,725,1227,452,687,502,235,0.98322356
1,2,car,720,1228,450,685,508,235,0.9893083
2,2,car,723,1230,449,686,507,237,0.98474365
3,2,car,725,1229,450,686,504,236,0.98036605
4,2,car,727,1227,452,687,500,235,0.98366433
5,2,car,721,1226,448,687,505,239,0.98472977
6,2,car,723,1227,450,687,504,237,0.9837958
7,2,car,534,916,471,672,382,201,0.96851116
8,2,car,535,918,471,670,383,199,0.9748594
0,2,car,716,1226,450,686,510,236,0.98571575
1,2,car,725,1227,452,687,502,235,0.98322356
2,2,car,720,1228,450,685,508,235,0.9893083
3,2,car,723,1230,449,686,507,237,0.98474365
4,2,car,725,1229,450,686,504,236,0.98036605
5,2,car,727,1227,452,687,500,235,0.98366433
6,2,car,721,1226,448,687,505,239,0.98472977
7,2,car,723,1227,450,687,504,237,0.9837958
8,2,car,534,916,471,672,382,201,0.96851116
9,2,car,535,918,471,670,383,199,0.9748594
0,2,car,721,1230,450,686,509,236,0.98554856
1,2,car,716,1226,450,686,510,236,0.98571575
2,2,car,725,1227,452,687,502,235,0.98322356
3,2,car,720,1228,450,685,508,235,0.9893083
4,2,car,723,1230,449,686,507,237,0.98474365
5,2,car,725,1229,450,686,504,236,0.98036605
6,2,car,727,1227,452,687,500,235,0.98366433
7,2,car,721,1226,448,687,505,239,0.98472977
8,2,car,723,1227,450,687,504,237,0.9837958
9,2,car,534,916,471,672,382,201,0.96851116
10,2,car,535,918,471,670,383,199,0.9748594
0,2,car,726,1227,452,687,501,235,0.9863613
1,2,car,721,1230,450,686,509,236,0.98554856
2,2,car,716,1226,450,686,510,236,0.98571575
3,2,car,725,1227,452,687,502,235,0.98322356
4,2,car,720,1228,450,685,508,235,0.9893083
5,2,car,723,1230,449,686,507,237,0.98474365
6,2,car,725,1229,450,686,504,236,0.98036605
7,2,car,727,1227,452,687,500,235,0.98366433
8,2,car,721,1226,448,687,505,239,0.98472977
9,2,car,723,1227,450,687,504,237,0.9837958
10,2,car,534,916,471,672,382,201,0.96851116
11,2,car,535,918,471,670,383,199,0.9748594
0,2,car,726,1227,452,686,501,234,0.9815699
1,2,car,726,1227,452,687,501,235,0.9863613
2,2,car,721,1230,450,686,509,236,0.98554856
3,2,car,716,1226,450,686,510,236,0.98571575
4,2,car,725,1227,452,687,502,235,0.98322356
5,2,car,720,1228,450,685,508,235,0.9893083
6,2,car,723,1230,449,686,507,237,0.98474365
7,2,car,725,1229,450,686,504,236,0.98036605
8,2,car,727,1227,452,687,500,235,0.98366433
9,2,car,721,1226,448,687,505,239,0.98472977
10,2,car,723,1227,450,687,504,237,0.9837958
11,2,car,534,916,471,672,382,201,0.96851116
12,2,car,535,918,471,670,383,199,0.9748594
0,2,car,722,1225,448,687,503,239,0.98612946
1,2,car,726,1227,452,686,501,234,0.9815699
2,2,car,726,1227,452,687,501,235,0.9863613
3,2,car,721,1230,450,686,509,236,0.98554856
4,2,car,716,1226,450,686,510,236,0.98571575
5,2,car,725,1227,452,687,502,235,0.98322356
6,2,car,720,1228,450,685,508,235,0.9893083
7,2,car,723,1230,449,686,507,237,0.98474365
8,2,car,725,1229,450,686,504,236,0.98036605
9,2,car,727,1227,452,687,500,235,0.98366433
10,2,car,721,1226,448,687,505,239,0.98472977
11,2,car,723,1227,450,687,504,237,0.9837958
12,2,car,534,916,471,672,382,201,0.96851116
13,2,car,535,918,471,670,383,199,0.9748594
0,2,car,722,1226,449,687,504,238,0.98513806
1,2,car,722,1225,448,687,503,239,0.98612946
2,2,car,726,1227,452,686,501,234,0.9815699
3,2,car,726,1227,452,687,501,235,0.9863613
4,2,car,721,1230,450,686,509,236,0.98554856
5,2,car,716,1226,450,686,510,236,0.98571575
6,2,car,725,1227,452,687,502,235,0.98322356
7,2,car,720,1228,450,685,508,235,0.9893083
8,2,car,723,1230,449,686,507,237,0.98474365
9,2,car,725,1229,450,686,504,236,0.98036605
10,2,car,727,1227,452,687,500,235,0.98366433
11,2,car,721,1226,448,687,505,239,0.98472977
12,2,car,723,1227,450,687,504,237,0.9837958
13,2,car,534,916,471,672,382,201,0.96851116
14,2,car,535,918,471,670,383,199,0.9748594
0,2,car,718,1226,452,687,508,235,0.9851349
1,2,car,722,1226,449,687,504,238,0.98513806
2,2,car,722,1225,448,687,503,239,0.98612946
3,2,car,726,1227,452,686,501,234,0.9815699
4,2,car,726,1227,452,687,501,235,0.9863613
5,2,car,721,1230,450,686,509,236,0.98554856
6,2,car,716,1226,450,686,510,236,0.98571575
7,2,car,725,1227,452,687,502,235,0.98322356
8,2,car,720,1228,450,685,508,235,0.9893083
9,2,car,723,1230,449,686,507,237,0.98474365
10,2,car,725,1229,450,686,504,236,0.98036605
11,2,car,727,1227,452,687,500,235,0.98366433
12,2,car,721,1226,448,687,505,239,0.98472977
13,2,car,723,1227,450,687,504,237,0.9837958
14,2,car,534,916,471,672,382,201,0.96851116
15,2,car,535,918,471,670,383,199,0.9748594
0,2,car,724,1226,452,684,502,232,0.98007673
1,2,car,718,1226,452,687,508,235,0.9851349
2,2,car,722,1226,449,687,504,238,0.98513806
3,2,car,722,1225,448,687,503,239,0.98612946
4,2,car,726,1227,452,686,501,234,0.9815699
5,2,car,726,1227,452,687,501,235,0.9863613
6,2,car,721,1230,450,686,509,236,0.98554856
7,2,car,716,1226,450,686,510,236,0.98571575
8,2,car,725,1227,452,687,502,235,0.98322356
9,2,car,720,1228,450,685,508,235,0.9893083
10,2,car,723,1230,449,686,507,237,0.98474365
11,2,car,725,1229,450,686,504,236,0.98036605
12,2,car,727,1227,452,687,500,235,0.98366433
13,2,car,721,1226,448,687,505,239,0.98472977
14,2,car,723,1227,450,687,504,237,0.9837958
15,2,car,534,916,471,672,382,201,0.96851116
16,2,car,535,918,471,670,383,199,0.9748594
0,2,car,722,1226,450,687,504,237,0.98537844
1,2,car,724,1226,452,684,502,232,0.98007673
2,2,car,718,1226,452,687,508,235,0.9851349
3,2,car,722,1226,449,687,504,238,0.98513806
4,2,car,722,1225,448,687,503,239,0.98612946
5,2,car,726,1227,452,686,501,234,0.9815699
6,2,car,726,1227,452,687,501,235,0.9863613
7,2,car,721,1230,450,686,509,236,0.98554856
8,2,car,716,1226,450,686,510,236,0.98571575
9,2,car,725,1227,452,687,502,235,0.98322356
10,2,car,720,1228,450,685,508,235,0.9893083
11,2,car,723,1230,449,686,507,237,0.98474365
12,2,car,725,1229,450,686,504,236,0.98036605
13,2,car,727,1227,452,687,500,235,0.98366433
14,2,car,721,1226,448,687,505,239,0.98472977
15,2,car,723,1227,450,687,504,237,0.9837958
16,2,car,534,916,471,672,382,201,0.96851116
17,2,car,535,918,471,670,383,199,0.9748594
0,2,car,716,1228,450,685,512,235,0.9890736
1,2,car,722,1226,450,687,504,237,0.98537844
2,2,car,724,1226,452,684,502,232,0.98007673
3,2,car,718,1226,452,687,508,235,0.9851349
4,2,car,722,1226,449,687,504,238,0.98513806
5,2,car,722,1225,448,687,503,239,0.98612946
6,2,car,726,1227,452,686,501,234,0.9815699
7,2,car,726,1227,452,687,501,235,0.9863613
8,2,car,721,1230,450,686,509,236,0.98554856
9,2,car,716,1226,450,686,510,236,0.98571575
10,2,car,725,1227,452,687,502,235,0.98322356
11,2,car,720,1228,450,685,508,235,0.9893083
12,2,car,723,1230,449,686,507,237,0.98474365
13,2,car,725,1229,450,686,504,236,0.98036605
14,2,car,727,1227,452,687,500,235,0.98366433
15,2,car,721,1226,448,687,505,239,0.98472977
16,2,car,723,1227,450,687,504,237,0.9837958
17,2,car,534,916,471,672,382,201,0.96851116
18,2,car,535,918,471,670,383,199,0.9748594
0,2,car,724,1229,451,687,505,236,0.9836595
1,2,car,716,1228,450,685,512,235,0.9890736
2,2,car,722,1226,450,687,504,237,0.98537844
3,2,car,724,1226,452,684,502,232,0.98007673
4,2,car,718,1226,452,687,508,235,0.9851349
5,2,car,722,1226,449,687,504,238,0.98513806
6,2,car,722,1225,448,687,503,239,0.98612946
7,2,car,726,1227,452,686,501,234,0.9815699
8,2,car,726,1227,452,687,501,235,0.9863613
9,2,car,721,1230,450,686,509,236,0.98554856
10,2,car,716,1226,450,686,510,236,0.98571575
11,2,car,725,1227,452,687,502,235,0.98322356
12,2,car,720,1228,450,685,508,235,0.9893083
13,2,car,723,1230,449,686,507,237,0.98474365
14,2,car,725,1229,450,686,504,236,0.98036605
15,2,car,727,1227,452,687,500,235,0.98366433
16,2,car,721,1226,448,687,505,239,0.98472977
17,2,car,723,1227,450,687,504,237,0.9837958
18,2,car,534,916,471,672,382,201,0.96851116
19,2,car,535,918,471,670,383,199,0.9748594
0,2,car,720,1228,449,685,508,236,0.9833783
1,2,car,724,1229,451,687,505,236,0.9836595
2,2,car,716,1228,450,685,512,235,0.9890736
3,2,car,722,1226,450,687,504,237,0.98537844
4,2,car,724,1226,452,684,502,232,0.98007673
5,2,car,718,1226,452,687,508,235,0.9851349
6,2,car,722,1226,449,687,504,238,0.98513806
7,2,car,722,1225,448,687,503,239,0.98612946
8,2,car,726,1227,452,686,501,234,0.9815699
9,2,car,726,1227,452,687,501,235,0.9863613
10,2,car,721,1230,450,686,509,236,0.98554856
11,2,car,716,1226,450,686,510,236,0.98571575
12,2,car,725,1227,452,687,502,235,0.98322356
13,2,car,720,1228,450,685,508,235,0.9893083
14,2,car,723,1230,449,686,507,237,0.98474365
15,2,car,725,1229,450,686,504,236,0.98036605
16,2,car,727,1227,452,687,500,235,0.98366433
17,2,car,721,1226,448,687,505,239,0.98472977
18,2,car,723,1227,450,687,504,237,0.9837958
19,2,car,534,916,471,672,382,201,0.96851116
20,2,car,535,918,471,670,383,199,0.9748594
0,2,car,721,1228,450,686,507,236,0.9858574
1,2,car,720,1228,449,685,508,236,0.9833783
2,2,car,724,1229,451,687,505,236,0.9836595
3,2,car,716,1228,450,685,512,235,0.9890736
4,2,car,722,1226,450,687,504,237,0.98537844
5,2,car,724,1226,452,684,502,232,0.98007673
6,2,car,718,1226,452,687,508,235,0.9851349
7,2,car,722,1226,449,687,504,238,0.98513806
8,2,car,722,1225,448,687,503,239,0.98612946
9,2,car,726,1227,452,686,501,234,0.9815699
10,2,car,726,1227,452,687,501,235,0.9863613
11,2,car,721,1230,450,686,509,236,0.98554856
12,2,car,716,1226,450,686,510,236,0.98571575
13,2,car,725,1227,452,687,502,235,0.98322356
14,2,car,720,1228,450,685,508,235,0.9893083
15,2,car,723,1230,449,686,507,237,0.98474365
16,2,car,725,1229,450,686,504,236,0.98036605
17,2,car,727,1227,452,687,500,235,0.98366433
18,2,car,721,1226,448,687,505,239,0.98472977
19,2,car,723,1227,450,687,504,237,0.9837958
20,2,car,534,916,471,672,382,201,0.96851116
21,2,car,535,918,471,670,383,199,0.9748594
0,2,car,723,1229,451,686,506,235,0.9881533
1,2,car,721,1228,450,686,507,236,0.9858574
2,2,car,720,1228,449,685,508,236,0.9833783
3,2,car,724,1229,451,687,505,236,0.9836595
4,2,car,716,1228,450,685,512,235,0.9890736
5,2,car,722,1226,450,687,504,237,0.98537844
6,2,car,724,1226,452,684,502,232,0.98007673
7,2,car,718,1226,452,687,508,235,0.9851349
8,2,car,722,1226,449,687,504,238,0.98513806
9,2,car,722,1225,448,687,503,239,0.98612946
10,2,car,726,1227,452,686,501,234,0.9815699
11,2,car,726,1227,452,687,501,235,0.9863613
12,2,car,721,1230,450,686,509,236,0.98554856
13,2,car,716,1226,450,686,510,236,0.98571575
14,2,car,725,1227,452,687,502,235,0.98322356
15,2,car,720,1228,450,685,508,235,0.9893083
16,2,car,723,1230,449,686,507,237,0.98474365
17,2,car,725,1229,450,686,504,236,0.98036605
18,2,car,727,1227,452,687,500,235,0.98366433
19,2,car,721,1226,448,687,505,239,0.98472977
20,2,car,723,1227,450,687,504,237,0.9837958
21,2,car,534,916,471,672,382,201,0.96851116
22,2,car,535,918,471,670,383,199,0.9748594
0,2,car,722,1227,451,689,505,238,0.9783079
1,2,car,723,1229,451,686,506,235,0.9881533
2,2,car,721,1228,450,686,507,236,0.9858574
3,2,car,720,1228,449,685,508,236,0.9833783
4,2,car,724,1229,451,687,505,236,0.9836595
5,2,car,716,1228,450,685,512,235,0.9890736
6,2,car,722,1226,450,687,504,237,0.98537844
7,2,car,724,1226,452,684,502,232,0.98007673
8,2,car,718,1226,452,687,508,235,0.9851349
9,2,car,722,1226,449,687,504,238,0.98513806
10,2,car,722,1225,448,687,503,239,0.98612946
11,2,car,726,1227,452,686,501,234,0.9815699
12,2,car,726,1227,452,687,501,235,0.9863613
13,2,car,721,1230,450,686,509,236,0.98554856
14,2,car,716,1226,450,686,510,236,0.98571575
15,2,car,725,1227,452,687,502,235,0.98322356
16,2,car,720,1228,450,685,508,235,0.9893083
17,2,car,723,1230,449,686,507,237,0.98474365
