,cid,label,left,right,top,bottom,width,height,score
0,2,car,1010,1189,502,572,179,70,0.9216638
0,2,car,1009,1189,502,572,180,70,0.92925984
1,2,car,1010,1189,502,572,179,70,0.9216638
0,2,car,1010,1189,502,572,179,70,0.87275606
1,2,car,1009,1189,502,572,180,70,0.92925984
2,2,car,1010,1189,502,572,179,70,0.9216638
0,2,car,739,873,534,601,134,67,0.8543557
1,2,car,1010,1189,502,572,179,70,0.87275606
2,2,car,1009,1189,502,572,180,70,0.92925984
3,2,car,1010,1189,502,572,179,70,0.9216638
0,2,car,738,872,534,601,134,67,0.87362725
1,2,car,739,873,534,601,134,67,0.8543557
2,2,car,1010,1189,502,572,179,70,0.87275606
3,2,car,1009,1189,502,572,180,70,0.92925984
4,2,car,1010,1189,502,572,179,70,0.9216638
0,2,car,739,873,534,601,134,67,0.8819932
1,2,car,738,872,534,601,134,67,0.87362725
2,2,car,739,873,534,601,134,67,0.8543557
3,2,car,1010,1189,502,572,179,70,0.87275606
4,2,car,1009,1189,502,572,180,70,0.92925984
5,2,car,1010,1189,502,572,179,70,0.9216638
0,2,car,741,873,534,601,132,67,0.87768257
1,2,car,739,873,534,601,134,67,0.8819932
2,2,car,738,872,534,601,134,67,0.87362725
3,2,car,739,873,534,601,134,67,0.8543557
4,2,car,1010,1189,502,572,179,70,0.87275606
5,2,car,1009,1189,502,572,180,70,0.92925984
6,2,car,1010,1189,502,572,179,70,0.9216638
0,2,car,739,874,535,602,135,67,0.90360785
1,2,car,741,873,534,601,132,67,0.87768257
2,2,car,739,873,534,601,134,67,0.8819932
3,2,car,738,872,534,601,134,67,0.87362725
4,2,car,739,873,534,601,134,67,0.8543557
5,2,car,1010,1189,502,572,179,70,0.87275606
6,2,car,1009,1189,502,572,180,70,0.92925984
7,2,car,1010,1189,502,572,179,70,0.9216638
0,2,car,739,874,535,602,135,67,0.8968617
1,2,car,739,874,535,602,135,67,0.90360785
2,2,car,741,873,534,601,132,67,0.87768257
3,2,car,739,873,534,601,134,67,0.8819932
4,2,car,738,872,534,601,134,67,0.87362725
5,2,car,739,873,534,601,134,67,0.8543557
6,2,car,1010,1189,502,572,179,70,0.87275606
7,2,car,1009,1189,502,572,180,70,0.92925984
8,2,car,1010,1189,502,572,179,70,0.9216638
0,2,car,740,872,534,601,132,67,0.8649692
1,2,car,739,874,535,602,135,67,0.8968617
2,2,car,739,874,535,602,135,67,0.90360785
3,2,car,741,873,534,601,132,67,0.87768257
4,2,car,739,873,534,601,134,67,0.8819932
5,2,car,738,872,534,601,134,67,0.87362725
6,2,car,739,873,534,601,134,67,0.8543557
7,2,car,1010,1189,502,572,179,70,0.87275606
8,2,car,1009,1189,502,572,180,70,0.92925984
9,2,car,1010,1189,502,572,179,70,0.9216638
0,2,car,741,874,535,602,133,67,0.85484666
1,2,car,740,872,534,601,132,67,0.8649692
2,2,car,739,874,535,602,135,67,0.8968617
3,2,car,739,874,535,602,135,67,0.90360785
4,2,car,741,873,534,601,132,67,0.87768257
5,2,car,739,873,534,601,134,67,0.8819932
6,2,car,738,872,534,601,134,67,0.87362725
7,2,car,739,873,534,601,134,67,0.8543557
8,2,car,1010,1189,502,572,179,70,0.87275606
9,2,car,1009,1189,502,572,180,70,0.92925984
10,2,car,1010,1189,502,572,179,70,0.9216638
0,2,car,740,872,534,601,132,67,0.8981707
1,2,car,741,874,535,602,133,67,0.85484666
2,2,car,740,872,534,601,132,67,0.8649692
3,2,car,739,874,535,602,135,67,0.8968617
4,2,car,739,874,535,602,135,67,0.90360785
5,2,car,741,873,534,601,132,67,0.87768257
6,2,car,739,873,534,601,134,67,0.8819932
7,2,car,738,872,534,601,134,67,0.87362725
8,2,car,739,873,534,601,134,67,0.8543557
9,2,car,1010,1189,502,572,179,70,0.87275606
10,2,car,1009,1189,502,572,180,70,0.92925984
11,2,car,1010,1189,502,572,179,70,0.9216638
0,2,car,740,873,534,601,133,67,0.8698661
1,2,car,740,872,534,601,132,67,0.8981707
2,2,car,741,874,535,602,133,67,0.85484666
3,2,car,740,872,534,601,132,67,0.8649692
4,2,car,739,874,535,602,135,67,0.8968617
5,2,car,739,874,535,602,135,67,0.90360785
6,2,car,741,873,534,601,132,67,0.87768257
7,2,car,739,873,534,601,134,67,0.8819932
8,2,car,738,872,534,601,134,67,0.87362725
9,2,car,739,873,534,601,134,67,0.8543557
10,2,car,1010,1189,502,572,179,70,0.87275606
11,2,car,1009,1189,502,572,180,70,0.92925984
12,2,car,1010,1189,502,572,179,70,0.9216638
0,2,car,740,873,535,602,133,67,0.8701291
1,2,car,740,873,534,601,133,67,0.8698661
2,2,car,740,872,534,601,132,67,0.8981707
3,2,car,741,874,535,602,133,67,0.85484666
4,2,car,740,872,534,601,132,67,0.8649692
5,2,car,739,874,535,602,135,67,0.8968617
6,2,car,739,874,535,602,135,67,0.90360785
7,2,car,741,873,534,601,132,67,0.87768257
8,2,car,739,873,534,601,134,67,0.8819932
9,2,car,738,872,534,601,134,67,0.87362725
10,2,car,739,873,534,601,134,67,0.8543557
11,2,car,1010,1189,502,572,179,70,0.87275606
12,2,car,1009,1189,502,572,180,70,0.92925984
13,2,car,1010,1189,502,572,179,70,0.9216638
0,2,car,741,873,535,602,132,67,0.860147
1,2,car,740,873,535,602,133,67,0.8701291
2,2,car,740,873,534,601,133,67,0.8698661
3,2,car,740,872,534,601,132,67,0.8981707
4,2,car,741,874,535,602,133,67,0.85484666
5,2,car,740,872,534,601,132,67,0.8649692
6,2,car,739,874,535,602,135,67,0.8968617
7,2,car,739,874,535,602,135,67,0.90360785
8,2,car,741,873,534,601,132,67,0.87768257
9,2,car,739,873,534,601,134,67,0.8819932
10,2,car,738,872,534,601,134,67,0.87362725
11,2,car,739,873,534,601,134,67,0.8543557
12,2,car,1010,1189,502,572,179,70,0.87275606
13,2,car,1009,1189,502,572,180,70,0.92925984
14,2,car,1010,1189,502,572,179,70,0.9216638
0,2,car,739,873,534,601,134,67,0.9049128
1,2,car,741,873,535,602,132,67,0.860147
2,2,car,740,873,535,602,133,67,0.8701291
3,2,car,740,873,534,601,133,67,0.8698661
4,2,car,740,872,534,601,132,67,0.8981707
