,cid,label,left,right,top,bottom,width,height,score
0,2,car,727,868,504,572,141,68,0.97102314
0,2,car,727,866,505,574,139,69,0.9755861
1,2,car,727,868,504,572,141,68,0.97102314
0,2,car,580,680,511,580,100,69,0.93745804
1,2,car,727,866,505,574,139,69,0.9755861
2,2,car,727,868,504,572,141,68,0.97102314
0,2,car,580,681,511,579,101,68,0.90565854
1,2,car,580,680,511,580,100,69,0.93745804
2,2,car,727,866,505,574,139,69,0.9755861
3,2,car,727,868,504,572,141,68,0.97102314
0,2,car,580,681,511,580,101,69,0.93944025
1,2,car,580,681,511,579,101,68,0.90565854
2,2,car,580,680,511,580,100,69,0.93745804
3,2,car,727,866,505,574,139,69,0.9755861
4,2,car,727,868,504,572,141,68,0.97102314
0,2,car,580,681,510,580,101,70,0.9429446
1,2,car,580,681,511,580,101,69,0.93944025
2,2,car,580,681,511,579,101,68,0.90565854
3,2,car,580,680,511,580,100,69,0.93745804
4,2,car,727,866,505,574,139,69,0.9755861
5,2,car,727,868,504,572,141,68,0.97102314
0,2,car,579,681,510,580,102,70,0.946793
1,2,car,580,681,510,580,101,70,0.9429446
2,2,car,580,681,511,580,101,69,0.93944025
3,2,car,580,681,511,579,101,68,0.90565854
4,2,car,580,680,511,580,100,69,0.93745804
5,2,car,727,866,505,574,139,69,0.9755861
6,2,car,727,868,504,572,141,68,0.97102314
0,2,car,580,681,511,580,101,69,0.93311626
1,2,car,579,681,510,580,102,70,0.946793
2,2,car,580,681,510,580,101,70,0.9429446
3,2,car,580,681,511,580,101,69,0.93944025
4,2,car,580,681,511,579,101,68,0.90565854
5,2,car,580,680,511,580,100,69,0.93745804
6,2,car,727,866,505,574,139,69,0.9755861
7,2,car,727,868,504,572,141,68,0.97102314
0,2,car,581,680,510,580,99,70,0.9352265
1,2,car,580,681,511,580,101,69,0.93311626
2,2,car,579,681,510,580,102,70,0.946793
3,2,car,580,681,510,580,101,70,0.9429446
4,2,car,580,681,511,580,101,69,0.93944025
5,2,car,580,681,511,579,101,68,0.90565854
6,2,car,580,680,511,580,100,69,0.93745804
7,2,car,727,866,505,574,139,69,0.9755861
8,2,car,727,868,504,572,141,68,0.97102314
0,2,car,580,681,511,580,101,69,0.93232787
1,2,car,581,680,510,580,99,70,0.9352265
2,2,car,580,681,511,580,101,69,0.93311626
3,2,car,579,681,510,580,102,70,0.946793
4,2,car,580,681,510,580,101,70,0.9429446
5,2,car,580,681,511,580,101,69,0.93944025
6,2,car,580,681,511,579,101,68,0.90565854
7,2,car,580,680,511,580,100,69,0.93745804
8,2,car,727,866,505,574,139,69,0.9755861
9,2,car,727,868,504,572,141,68,0.97102314
