,cid,label,left,right,top,bottom,width,height,score
0,2,car,881,1172,506,614,291,108,0.9663348
0,2,car,881,1169,506,614,288,108,0.9661831
1,2,car,881,1172,506,614,291,108,0.9663348
0,2,car,690,915,493,608,225,115,0.9825313
1,2,car,881,1169,506,614,288,108,0.9661831
2,2,car,881,1172,506,614,291,108,0.9663348
0,2,car,690,916,492,606,226,114,0.97747654
1,2,car,690,915,493,608,225,115,0.9825313
2,2,car,881,1169,506,614,288,108,0.9661831
3,2,car,881,1172,506,614,291,108,0.9663348
0,2,car,690,917,493,607,227,114,0.976206
1,2,car,690,916,492,606,226,114,0.97747654
2,2,car,690,915,493,608,225,115,0.9825313
3,2,car,881,1169,506,614,288,108,0.9661831
4,2,car,881,1172,506,614,291,108,0.9663348
0,2,car,689,915,493,608,226,115,0.98152435
1,2,car,690,917,493,607,227,114,0.976206
2,2,car,690,916,492,606,226,114,0.97747654
3,2,car,690,915,493,608,225,115,0.9825313
4,2,car,881,1169,506,614,288,108,0.9661831
5,2,car,881,1172,506,614,291,108,0.9663348
0,2,car,690,917,493,607,227,114,0.9815277
1,2,car,689,915,493,608,226,115,0.98152435
2,2,car,690,917,493,607,227,114,0.976206
3,2,car,690,916,492,606,226,114,0.97747654
4,2,car,690,915,493,608,225,115,0.9825313
5,2,car,881,1169,506,614,288,108,0.9661831
6,2,car,881,1172,506,614,291,108,0.9663348
0,2,car,690,917,493,608,227,115,0.9811112
1,2,car,690,917,493,607,227,114,0.9815277
2,2,car,689,915,493,608,226,115,0.98152435
3,2,car,690,917,493,607,227,114,0.976206
4,2,car,690,916,492,606,226,114,0.97747654
5,2,car,690,915,493,608,225,115,0.9825313
6,2,car,881,1169,506,614,288,108,0.9661831
7,2,car,881,1172,506,614,291,108,0.9663348
0,2,car,691,916,493,608,225,115,0.9814851
1,2,car,690,917,493,608,227,115,0.9811112
2,2,car,690,917,493,607,227,114,0.9815277
3,2,car,689,915,493,608,226,115,0.98152435
4,2,car,690,917,493,607,227,114,0.976206
5,2,car,690,916,492,606,226,114,0.97747654
6,2,car,690,915,493,608,225,115,0.9825313
7,2,car,881,1169,506,614,288,108,0.9661831
8,2,car,881,1172,506,614,291,108,0.9663348
0,2,car,691,916,493,608,225,115,0.9784453
1,2,car,691,916,493,608,225,115,0.9814851
2,2,car,690,917,493,608,227,115,0.9811112
3,2,car,690,917,493,607,227,114,0.9815277
4,2,car,689,915,493,608,226,115,0.98152435
5,2,car,690,917,493,607,227,114,0.976206
6,2,car,690,916,492,606,226,114,0.97747654
