,cid,label,left,right,top,bottom,width,height,score
0,2,car,324,678,439,699,354,260,0.98167205
0,2,car,327,678,437,699,351,262,0.98608404
1,2,car,324,678,439,699,354,260,0.98167205
0,2,car,323,677,438,699,354,261,0.9817452
1,2,car,327,678,437,699,351,262,0.98608404
2,2,car,324,678,439,699,354,260,0.98167205
0,2,car,327,677,438,699,350,261,0.98507047
1,2,car,323,677,438,699,354,261,0.9817452
2,2,car,327,678,437,699,351,262,0.98608404
3,2,car,324,678,439,699,354,260,0.98167205
0,2,car,323,676,438,698,353,260,0.9822985
1,2,car,327,677,438,699,350,261,0.98507047
2,2,car,323,677,438,699,354,261,0.9817452
3,2,car,327,678,437,699,351,262,0.98608404
4,2,car,324,678,439,699,354,260,0.98167205
0,2,car,325,678,437,698,353,261,0.97379786
1,2,car,323,676,438,698,353,260,0.9822985
2,2,car,327,677,438,699,350,261,0.98507047
3,2,car,323,677,438,699,354,261,0.9817452
4,2,car,327,678,437,699,351,262,0.98608404
5,2,car,324,678,439,699,354,260,0.98167205
0,2,car,324,679,438,699,355,261,0.98461366
1,2,car,325,678,437,698,353,261,0.97379786
2,2,car,323,676,438,698,353,260,0.9822985
3,2,car,327,677,438,699,350,261,0.98507047
4,2,car,323,677,438,699,354,261,0.9817452
5,2,car,327,678,437,699,351,262,0.98608404
6,2,car,324,678,439,699,354,260,0.98167205
0,2,car,325,677,436,698,352,262,0.98694646
1,2,car,324,679,438,699,355,261,0.98461366
2,2,car,325,678,437,698,353,261,0.97379786
3,2,car,323,676,438,698,353,260,0.9822985
4,2,car,327,677,438,699,350,261,0.98507047
5,2,car,323,677,438,699,354,261,0.9817452
6,2,car,327,678,437,699,351,262,0.98608404
7,2,car,324,678,439,699,354,260,0.98167205
0,2,car,323,679,439,698,356,259,0.9851005
1,2,car,325,677,436,698,352,262,0.98694646
2,2,car,324,679,438,699,355,261,0.98461366
3,2,car,325,678,437,698,353,261,0.97379786
4,2,car,323,676,438,698,353,260,0.9822985
5,2,car,327,677,438,699,350,261,0.98507047
6,2,car,323,677,438,699,354,261,0.9817452
7,2,car,327,678,437,699,351,262,0.98608404
8,2,car,324,678,439,699,354,260,0.98167205
0,2,car,324,678,439,697,354,258,0.9799003
1,2,car,323,679,439,698,356,259,0.9851005
2,2,car,325,677,436,698,352,262,0.98694646
3,2,car,324,679,438,699,355,261,0.98461366
4,2,car,325,678,437,698,353,261,0.97379786
5,2,car,323,676,438,698,353,260,0.9822985
6,2,car,327,677,438,699,350,261,0.98507047
7,2,car,323,677,438,699,354,261,0.9817452
8,2,car,327,678,437,699,351,262,0.98608404
9,2,car,324,678,439,699,354,260,0.98167205
0,2,car,324,678,437,698,354,261,0.9831634
1,2,car,324,678,439,697,354,258,0.9799003
2,2,car,323,679,439,698,356,259,0.9851005
3,2,car,325,677,436,698,352,262,0.98694646
4,2,car,324,679,438,699,355,261,0.98461366
5,2,car,325,678,437,698,353,261,0.97379786
6,2,car,323,676,438,698,353,260,0.9822985
7,2,car,327,677,438,699,350,261,0.98507047
8,2,car,323,677,438,699,354,261,0.9817452
9,2,car,327,678,437,699,351,262,0.98608404
10,2,car,324,678,439,699,354,260,0.98167205
0,2,car,326,677,438,698,351,260,0.98106635
1,2,car,324,678,437,698,354,261,0.9831634
2,2,car,324,678,439,697,354,258,0.9799003
3,2,car,323,679,439,698,356,259,0.9851005
4,2,car,325,677,436,698,352,262,0.98694646
5,2,car,324,679,438,699,355,261,0.98461366
6,2,car,325,678,437,698,353,261,0.97379786
7,2,car,323,676,438,698,353,260,0.9822985
8,2,car,327,677,438,699,350,261,0.98507047
9,2,car,323,677,438,699,354,261,0.9817452
10,2,car,327,678,437,699,351,262,0.98608404
11,2,car,324,678,439,699,354,260,0.98167205
0,2,car,327,676,438,698,349,260,0.9665815
1,2,car,326,677,438,698,351,260,0.98106635
2,2,car,324,678,437,698,354,261,0.9831634
3,2,car,324,678,439,697,354,258,0.9799003
4,2,car,323,679,439,698,356,259,0.9851005
5,2,car,325,677,436,698,352,262,0.98694646
6,2,car,324,679,438,699,355,261,0.98461366
7,2,car,325,678,437,698,353,261,0.97379786
8,2,car,323,676,438,698,353,260,0.9822985
9,2,car,327,677,438,699,350,261,0.98507047
10,2,car,323,677,438,699,354,261,0.9817452
11,2,car,327,678,437,699,351,262,0.98608404
12,2,car,324,678,439,699,354,260,0.98167205
0,2,car,325,678,437,697,353,260,0.98011684
1,2,car,327,676,438,698,349,260,0.9665815
2,2,car,326,677,438,698,351,260,0.98106635
3,2,car,324,678,437,698,354,261,0.9831634
4,2,car,324,678,439,697,354,258,0.9799003
5,2,car,323,679,439,698,356,259,0.9851005
6,2,car,325,677,436,698,352,262,0.98694646
7,2,car,324,679,438,699,355,261,0.98461366
8,2,car,325,678,437,698,353,261,0.97379786
9,2,car,323,676,438,698,353,260,0.9822985
10,2,car,327,677,438,699,350,261,0.98507047
11,2,car,323,677,438,699,354,261,0.9817452
12,2,car,327,678,437,699,351,262,0.98608404
13,2,car,324,678,439,699,354,260,0.98167205
0,2,car,326,679,437,698,353,261,0.9807046
1,2,car,325,678,437,697,353,260,0.98011684
2,2,car,327,676,438,698,349,260,0.9665815
3,2,car,326,677,438,698,351,260,0.98106635
4,2,car,324,678,437,698,354,261,0.9831634
5,2,car,324,678,439,697,354,258,0.9799003
6,2,car,323,679,439,698,356,259,0.9851005
7,2,car,325,677,436,698,352,262,0.98694646
8,2,car,324,679,438,699,355,261,0.98461366
9,2,car,325,678,437,698,353,261,0.97379786
10,2,car,323,676,438,698,353,260,0.9822985
11,2,car,327,677,438,699,350,261,0.98507047
12,2,car,323,677,438,699,354,261,0.9817452
13,2,car,327,678,437,699,351,262,0.98608404
14,2,car,324,678,439,699,354,260,0.98167205
0,2,car,324,676,439,696,352,257,0.9791836
1,2,car,326,679,437,698,353,261,0.9807046
2,2,car,325,678,437,697,353,260,0.98011684
3,2,car,327,676,438,698,349,260,0.9665815
4,2,car,326,677,438,698,351,260,0.98106635
5,2,car,324,678,437,698,354,261,0.9831634
6,2,car,324,678,439,697,354,258,0.9799003
7,2,car,323,679,439,698,356,259,0.9851005
8,2,car,325,677,436,698,352,262,0.98694646
9,2,car,324,679,438,699,355,261,0.98461366
10,2,car,325,678,437,698,353,261,0.97379786
