,cid,label,left,right,top,bottom,width,height,score
0,2,car,542,630,497,563,88,66,0.90998656
0,2,car,544,631,497,563,87,66,0.9325306
1,2,car,542,630,497,563,88,66,0.90998656
0,2,car,543,631,497,564,88,67,0.94863623
1,2,car,544,631,497,563,87,66,0.9325306
2,2,car,542,630,497,563,88,66,0.90998656
0,2,car,747,871,529,600,124,71,0.63455653
1,2,car,543,631,497,564,88,67,0.94863623
2,2,car,544,631,497,563,87,66,0.9325306
3,2,car,542,630,497,563,88,66,0.90998656
0,2,car,747,872,529,599,125,70,0.7422133
1,2,car,747,871,529,600,124,71,0.63455653
2,2,car,543,631,497,564,88,67,0.94863623
3,2,car,544,631,497,563,87,66,0.9325306
4,2,car,542,630,497,563,88,66,0.90998656
0,2,car,746,870,529,599,124,70,0.71408284
1,2,car,747,872,529,599,125,70,0.7422133
2,2,car,747,871,529,600,124,71,0.63455653
3,2,car,543,631,497,564,88,67,0.94863623
4,2,car,544,631,497,563,87,66,0.9325306
5,2,car,542,630,497,563,88,66,0.90998656
0,2,car,746,872,529,600,126,71,0.7138966
1,2,car,746,870,529,599,124,70,0.71408284
2,2,car,747,872,529,599,125,70,0.7422133
3,2,car,747,871,529,600,124,71,0.63455653
4,2,car,543,631,497,564,88,67,0.94863623
5,2,car,544,631,497,563,87,66,0.9325306
6,2,car,542,630,497,563,88,66,0.90998656
0,2,car,746,871,529,600,125,71,0.7959476
1,2,car,746,872,529,600,126,71,0.7138966
2,2,car,746,870,529,599,124,70,0.71408284
3,2,car,747,872,529,599,125,70,0.7422133
4,2,car,747,871,529,600,124,71,0.63455653
5,2,car,543,631,497,564,88,67,0.94863623
6,2,car,544,631,497,563,87,66,0.9325306
7,2,car,542,630,497,563,88,66,0.90998656
0,2,car,747,871,529,599,124,70,0.79206383
1,2,car,746,871,529,600,125,71,0.7959476
2,2,car,746,872,529,600,126,71,0.7138966
3,2,car,746,870,529,599,124,70,0.71408284
4,2,car,747,872,529,599,125,70,0.7422133
5,2,car,747,871,529,600,124,71,0.63455653
