,cid,label,left,right,top,bottom,width,height,score
0,2,car,761,951,482,585,190,103,0.93425506
0,2,car,763,949,483,585,186,102,0.9221387
1,2,car,761,951,482,585,190,103,0.93425506
0,2,car,762,949,483,586,187,103,0.89233613
1,2,car,763,949,483,585,186,102,0.9221387
2,2,car,761,951,482,585,190,103,0.93425506
0,2,car,491,631,493,595,140,102,0.6753002
1,2,car,762,949,483,586,187,103,0.89233613
2,2,car,763,949,483,585,186,102,0.9221387
3,2,car,761,951,482,585,190,103,0.93425506
0,2,car,499,625,501,595,126,94,0.6182391
1,2,car,491,631,493,595,140,102,0.6753002
2,2,car,762,949,483,586,187,103,0.89233613
3,2,car,763,949,483,585,186,102,0.9221387
4,2,car,761,951,482,585,190,103,0.93425506
0,2,car,487,630,493,596,143,103,0.6862837
1,2,car,499,625,501,595,126,94,0.6182391
2,2,car,491,631,493,595,140,102,0.6753002
3,2,car,762,949,483,586,187,103,0.89233613
4,2,car,763,949,483,585,186,102,0.9221387
5,2,car,761,951,482,585,190,103,0.93425506
0,2,car,487,630,493,596,143,103,0.6862837
1,2,car,499,625,501,595,126,94,0.6182391
2,2,car,491,631,493,595,140,102,0.6753002
3,2,car,762,949,483,586,187,103,0.89233613
4,2,car,763,949,483,585,186,102,0.9221387
5,2,car,761,951,482,585,190,103,0.93425506
0,2,car,490,628,493,595,138,102,0.71597147
1,2,car,487,630,493,596,143,103,0.6862837
2,2,car,499,625,501,595,126,94,0.6182391
3,2,car,491,631,493,595,140,102,0.6753002
4,2,car,762,949,483,586,187,103,0.89233613
5,2,car,763,949,483,585,186,102,0.9221387
6,2,car,761,951,482,585,190,103,0.93425506
0,2,car,488,629,492,596,141,104,0.7083892
1,2,car,490,628,493,595,138,102,0.71597147
2,2,car,487,630,493,596,143,103,0.6862837
3,2,car,499,625,501,595,126,94,0.6182391
4,2,car,491,631,493,595,140,102,0.6753002
5,2,car,762,949,483,586,187,103,0.89233613
6,2,car,763,949,483,585,186,102,0.9221387
7,2,car,761,951,482,585,190,103,0.93425506
0,2,car,499,627,503,596,128,93,0.68422604
1,2,car,488,629,492,596,141,104,0.7083892
2,2,car,490,628,493,595,138,102,0.71597147
3,2,car,487,630,493,596,143,103,0.6862837
4,2,car,499,625,501,595,126,94,0.6182391
5,2,car,491,631,493,595,140,102,0.6753002
