,cid,label,left,right,top,bottom,width,height,score
0,2,car,477,661,493,622,184,129,0.9827441
0,2,car,478,661,493,621,183,128,0.9803932
1,2,car,477,661,493,622,184,129,0.9827441
0,2,car,477,663,492,622,186,130,0.98409295
1,2,car,478,661,493,621,183,128,0.9803932
2,2,car,477,661,493,622,184,129,0.9827441
0,2,car,414,729,464,681,315,217,0.99517596
1,2,car,477,663,492,622,186,130,0.98409295
2,2,car,478,661,493,621,183,128,0.9803932
3,2,car,477,661,493,622,184,129,0.9827441
0,2,car,413,725,462,681,312,219,0.99448144
1,2,car,414,729,464,681,315,217,0.99517596
2,2,car,477,663,492,622,186,130,0.98409295
3,2,car,478,661,493,621,183,128,0.9803932
4,2,car,477,661,493,622,184,129,0.9827441
0,2,car,414,725,462,681,311,219,0.9956867
1,2,car,413,725,462,681,312,219,0.99448144
2,2,car,414,729,464,681,315,217,0.99517596
3,2,car,477,663,492,622,186,130,0.98409295
4,2,car,478,661,493,621,183,128,0.9803932
5,2,car,477,661,493,622,184,129,0.9827441
0,2,car,415,726,463,680,311,217,0.99527574
1,2,car,414,725,462,681,311,219,0.9956867
2,2,car,413,725,462,681,312,219,0.99448144
3,2,car,414,729,464,681,315,217,0.99517596
4,2,car,477,663,492,622,186,130,0.98409295
5,2,car,478,661,493,621,183,128,0.9803932
6,2,car,477,661,493,622,184,129,0.9827441
0,2,car,415,726,463,680,311,217,0.9946844
1,2,car,415,726,463,680,311,217,0.99527574
2,2,car,414,725,462,681,311,219,0.9956867
3,2,car,413,725,462,681,312,219,0.99448144
4,2,car,414,729,464,681,315,217,0.99517596
5,2,car,477,663,492,622,186,130,0.98409295
6,2,car,478,661,493,621,183,128,0.9803932
7,2,car,477,661,493,622,184,129,0.9827441
0,2,car,414,727,464,681,313,217,0.995992
1,2,car,415,726,463,680,311,217,0.9946844
2,2,car,415,726,463,680,311,217,0.99527574
3,2,car,414,725,462,681,311,219,0.9956867
4,2,car,413,725,462,681,312,219,0.99448144
5,2,car,414,729,464,681,315,217,0.99517596
6,2,car,477,663,492,622,186,130,0.98409295
7,2,car,478,661,493,621,183,128,0.9803932
8,2,car,477,661,493,622,184,129,0.9827441
0,2,car,415,724,462,680,309,218,0.9953614
1,2,car,414,727,464,681,313,217,0.995992
2,2,car,415,726,463,680,311,217,0.9946844
3,2,car,415,726,463,680,311,217,0.99527574
4,2,car,414,725,462,681,311,219,0.9956867
5,2,car,413,725,462,681,312,219,0.99448144
6,2,car,414,729,464,681,315,217,0.99517596
7,2,car,477,663,492,622,186,130,0.98409295
8,2,car,478,661,493,621,183,128,0.9803932
9,2,car,477,661,493,622,184,129,0.9827441
0,2,car,415,727,461,681,312,220,0.99516803
1,2,car,415,724,462,680,309,218,0.9953614
2,2,car,414,727,464,681,313,217,0.995992
3,2,car,415,726,463,680,311,217,0.9946844
4,2,car,415,726,463,680,311,217,0.99527574
5,2,car,414,725,462,681,311,219,0.9956867
6,2,car,413,725,462,681,312,219,0.99448144
7,2,car,414,729,464,681,315,217,0.99517596
8,2,car,477,663,492,622,186,130,0.98409295
9,2,car,478,661,493,621,183,128,0.9803932
10,2,car,477,661,493,622,184,129,0.9827441
0,2,car,413,727,462,680,314,218,0.9958391
1,2,car,415,727,461,681,312,220,0.99516803
2,2,car,415,724,462,680,309,218,0.9953614
3,2,car,414,727,464,681,313,217,0.995992
4,2,car,415,726,463,680,311,217,0.9946844
5,2,car,415,726,463,680,311,217,0.99527574
6,2,car,414,725,462,681,311,219,0.9956867
7,2,car,413,725,462,681,312,219,0.99448144
8,2,car,414,729,464,681,315,217,0.99517596
9,2,car,477,663,492,622,186,130,0.98409295
10,2,car,478,661,493,621,183,128,0.9803932
11,2,car,477,661,493,622,184,129,0.9827441
0,2,car,415,724,464,680,309,216,0.9939153
1,2,car,413,727,462,680,314,218,0.9958391
2,2,car,415,727,461,681,312,220,0.99516803
3,2,car,415,724,462,680,309,218,0.9953614
4,2,car,414,727,464,681,313,217,0.995992
5,2,car,415,726,463,680,311,217,0.9946844
6,2,car,415,726,463,680,311,217,0.99527574
7,2,car,414,725,462,681,311,219,0.9956867
8,2,car,413,725,462,681,312,219,0.99448144
9,2,car,414,729,464,681,315,217,0.99517596
10,2,car,477,663,492,622,186,130,0.98409295
11,2,car,478,661,493,621,183,128,0.9803932
12,2,car,477,661,493,622,184,129,0.9827441
0,2,car,414,727,463,681,313,218,0.99446756
1,2,car,415,724,464,680,309,216,0.9939153
2,2,car,413,727,462,680,314,218,0.9958391
3,2,car,415,727,461,681,312,220,0.99516803
4,2,car,415,724,462,680,309,218,0.9953614
5,2,car,414,727,464,681,313,217,0.995992
6,2,car,415,726,463,680,311,217,0.9946844
7,2,car,415,726,463,680,311,217,0.99527574
8,2,car,414,725,462,681,311,219,0.9956867
9,2,car,413,725,462,681,312,219,0.99448144
10,2,car,414,729,464,681,315,217,0.99517596
11,2,car,477,663,492,622,186,130,0.98409295
12,2,car,478,661,493,621,183,128,0.9803932
13,2,car,477,661,493,622,184,129,0.9827441
0,2,car,414,724,462,681,310,219,0.99468637
1,2,car,414,727,463,681,313,218,0.99446756
2,2,car,415,724,464,680,309,216,0.9939153
3,2,car,413,727,462,680,314,218,0.9958391
4,2,car,415,727,461,681,312,220,0.99516803
5,2,car,415,724,462,680,309,218,0.9953614
6,2,car,414,727,464,681,313,217,0.995992
7,2,car,415,726,463,680,311,217,0.9946844
8,2,car,415,726,463,680,311,217,0.99527574
9,2,car,414,725,462,681,311,219,0.9956867
10,2,car,413,725,462,681,312,219,0.99448144
11,2,car,414,729,464,681,315,217,0.99517596
12,2,car,477,663,492,622,186,130,0.98409295
13,2,car,478,661,493,621,183,128,0.9803932
14,2,car,477,661,493,622,184,129,0.9827441
0,2,car,415,726,464,681,311,217,0.9952054
1,2,car,414,724,462,681,310,219,0.99468637
2,2,car,414,727,463,681,313,218,0.99446756
3,2,car,415,724,464,680,309,216,0.9939153
4,2,car,413,727,462,680,314,218,0.9958391
5,2,car,415,727,461,681,312,220,0.99516803
6,2,car,415,724,462,680,309,218,0.9953614
7,2,car,414,727,464,681,313,217,0.995992
8,2,car,415,726,463,680,311,217,0.9946844
9,2,car,415,726,463,680,311,217,0.99527574
10,2,car,414,725,462,681,311,219,0.9956867
11,2,car,413,725,462,681,312,219,0.99448144
12,2,car,414,729,464,681,315,217,0.99517596
13,2,car,477,663,492,622,186,130,0.98409295
14,2,car,478,661,493,621,183,128,0.9803932
15,2,car,477,661,493,622,184,129,0.9827441
0,2,car,415,726,463,680,311,217,0.99481136
1,2,car,415,726,464,681,311,217,0.9952054
2,2,car,414,724,462,681,310,219,0.99468637
3,2,car,414,727,463,681,313,218,0.99446756
4,2,car,415,724,464,680,309,216,0.9939153
5,2,car,413,727,462,680,314,218,0.9958391
6,2,car,415,727,461,681,312,220,0.99516803
7,2,car,415,724,462,680,309,218,0.9953614
8,2,car,414,727,464,681,313,217,0.995992
9,2,car,415,726,463,680,311,217,0.9946844
10,2,car,415,726,463,680,311,217,0.99527574
11,2,car,414,725,462,681,311,219,0.9956867
12,2,car,413,725,462,681,312,219,0.99448144
13,2,car,414,729,464,681,315,217,0.99517596
